canal,ruim,rms,std,kurt,motivo,fonte
1,False,38.9269330267764,38.926933003555185,0.26794290220544337,,
2,False,39.44783968561803,39.44783933270414,0.3539842895320686,,
3,False,38.65883977761951,38.65883966878975,0.26778606632867996,,
4,False,39.001778066864176,39.001778008174796,0.29565719133897783,,
5,False,38.71504907676533,38.71504907323325,0.2855899933302797,,
6,False,1215.9960623253985,1215.9955506108756,3.904549810598507,,
7,False,1276.2543605247297,1276.2543593832004,3.3560305602369143,,
8,False,76.30346511750777,76.30338222344086,-0.06252769138198166,,
9,False,89.45933598925721,89.45929859270223,0.05370278333505718,,
10,False,1687.0495447880592,1687.0485124616746,1.8835433426253392,,
11,False,82.6451552882257,82.6450695150311,0.0007733957997979601,,
12,False,2332.887634267876,2332.884552275787,0.2756433756056733,,
13,False,1526.5295409638218,1526.5295036929929,2.643657397020511,,
14,False,2226.7864290351395,2226.783744068431,0.563380867788208,,
15,False,2237.8201102212406,2237.8175692954733,0.5464003123315377,,
16,False,998.9659540301506,998.9645013109698,7.798979001519314,,
