passo_pct,n_bins,n_atributos,balanced_accuracy_cv
35,3,73,0.4544915402058259
30,3,73,0.4544915402058259
20,5,128,0.4464863509506366
25,4,101,0.4363280568637712
45,2,51,0.43408555729984305
40,2,51,0.43408555729984305
50,2,51,0.43408555729984305
15,7,170,0.4273896738182453
5,20,503,0.42615668062096634
10,10,246,0.42091400662829237
