canal,ruim,rms,std,kurt,motivo,fonte
1,False,41.554114639396836,41.554090525113125,13.395569267208863,,
2,False,41.85441358504558,41.8543784390409,12.775563649723468,,
3,False,41.1148297575854,41.114805095002716,13.725465265203436,,
4,False,41.4434271884122,41.443402113622966,12.697321913778952,,
5,False,41.34979925027662,41.34977481398852,13.160664602780567,,
6,False,1082.444457870774,1082.4444456204674,5.953801573118733,,
7,False,1149.2375788074655,1149.237557562546,5.411497211453385,,
8,False,75.56332915365128,75.56332832708995,0.7147655812217955,,
9,False,86.97956629975253,86.97956307690102,0.3781908750908891,,
10,False,1394.1332019685344,1394.1331231002014,3.2012700554679228,,
11,False,80.69574787989512,80.69574783584564,0.41564939938728385,,
12,False,2053.5983065942196,2053.597139634245,0.5055954403194254,,
13,False,1250.7595717435436,1250.7595571024622,4.057573018661183,,
14,False,1925.3294980237395,1925.3281406908902,0.7945580608427312,,
15,False,1933.7089596405526,1933.7074271638628,0.8158535111036733,,
16,False,785.6141463151127,785.6141373695312,14.443769592552375,,
