canal,ruim,rms,std,kurt,motivo,fonte
1,False,40.337259194797944,40.33725252389712,1.8783201959850606,,
2,False,46.07427037482502,46.074269476537495,6.1782241687491,,
3,False,40.49008211759401,40.49007909407126,1.8289837514243406,,
4,False,43.101505771775344,43.10150133688589,1.4713520021824884,,
5,False,40.661419859074,40.66140730465234,1.8617316250839284,,
6,False,1149.496316935994,1149.4959952652293,8.44143062922927,,
7,False,754.8805745926139,754.8801201715695,14.334763638554893,,
8,False,73.00431859218403,73.00429915521309,0.1226680035114791,,
9,False,86.15706763303812,86.15706331847204,0.10984165720135541,,
10,False,820.4219716049028,820.4210523687132,6.409871086436187,,
11,False,80.43512842564708,80.43509486071311,0.1515944719471154,,
12,False,1689.030635308133,1689.0291127264013,1.289386050018102,,
13,False,766.795370158425,766.7950580947479,5.521051614562046,,
14,False,1365.1398783433717,1365.1389414256362,2.2380120800362473,,
15,False,1402.3965593161952,1402.3957080999166,2.5072887099326167,,
16,False,399.750204398989,399.75011632162403,26.746686546052814,,
