canal,ruim,rms,std,kurt,motivo,fonte
1,False,40.81016895975136,40.81015021493916,7.85781154854325,,
2,True,55.80299268186502,55.8029791880748,360.56961757352445,Saturação/artefato extremo (kurtosis=360.6 > 50),auto
3,False,40.49579299658407,40.49577780772699,5.36724569265321,,
4,False,43.56846200214618,43.56843693946392,7.216571385372408,,
5,False,40.909426360369416,40.909406174889305,4.766610116967297,,
6,False,1322.4470365020113,1322.447035716811,6.90602201249154,,
7,False,1026.9294933701517,1026.929492369909,6.004314258331444,,
8,False,76.85425537110741,76.85422771188745,0.2669930552659654,,
9,False,90.60527810756645,90.60522565197697,0.36222790131654836,,
10,False,1319.5742965569507,1319.5742943115351,1.7972435783505114,,
11,False,83.68850284342234,83.68844922812204,0.405766525166416,,
12,False,1979.325645266609,1979.3256442248685,0.37716920011665156,,
13,False,1579.5343983789846,1579.5343181450778,1.047579486822623,,
14,False,1768.743766069354,1768.7437616800144,0.6919465770799507,,
15,False,1782.9797336556642,1782.9797309118776,0.7370176040850733,,
16,False,639.8762686403703,639.8762655793128,4.0135586678267545,,
