canal,ruim,rms,std,kurt,motivo,fonte
1,False,79.60432662762624,79.50362677609732,0.07182485606349687,,
2,False,73.17812462596986,73.0907011329013,-0.008151798419658629,,
3,False,345.44411450435433,345.36885486144297,0.5987092061175816,,
4,False,150.904076782532,150.8543017560504,-0.27567390690273363,,
5,False,337.76354430774245,337.7334928693263,0.2576297987679186,,
6,False,157.2613496668247,157.2147113766465,-0.38626965854146755,,
7,False,338.47699475340426,338.46329031531445,0.14615215956912486,,
8,False,290.0683123140633,290.05384514359207,0.04474745769026178,,
9,False,79.26336716521637,79.19294512997247,-0.13390371924102729,,
10,False,284.8589719215171,284.8529906751788,0.6365192145926399,,
11,False,82.86448874082349,82.79313124808664,-0.14721246393891052,,
12,False,59.10965359956139,59.04519335721837,-0.01732854921380289,,
13,False,82.3187192572105,82.25963140010558,-0.17247382559974822,,
14,False,84.27727989201597,84.21187538993631,-0.10899629715432857,,
15,False,76.58789463338655,76.50041688220536,-0.14646791559560413,,
16,False,80.65282066975723,80.54585333274692,0.10574477031168739,,
