canal,ruim,rms,std,kurt,motivo,fonte
1,False,43.77879881393448,43.7787587864883,10.67977101296346,,
2,False,43.59570203978136,43.59565566537681,10.781718292347026,,
3,False,945.1023245592519,945.1022715710503,8.190411617986447,,
4,False,43.3615063539635,43.361469168684664,10.749349950103907,,
5,False,64.81788504903747,64.81735754378819,8.85606085655061,,
6,False,1229.4499226168296,1229.4477365613138,5.797660614336236,,
7,False,1225.2305980591784,1225.216408088608,6.166082078118167,,
8,False,76.35911445682156,76.35909027248422,0.8158642238260132,,
9,False,88.54346849404763,88.54344455438923,0.4752949788052634,,
10,False,1419.3757583920165,1419.363999334494,3.843427189901985,,
11,False,81.46545812699473,81.46545802444194,0.5771571232774488,,
12,False,2090.639341457562,2090.6366001481424,0.756184395328594,,
13,False,1199.1761523102844,1199.168645320462,5.631140632499049,,
14,False,1933.8475949814767,1933.8382328571092,1.1000283928613799,,
15,False,1956.794387127658,1956.7848146406739,1.0847918978273503,,
16,False,776.715477777766,776.7116355101748,12.683097140549563,,
