canal,ruim,rms,std,kurt,motivo,fonte
1,False,40.219707186320754,40.2196443065944,1.350581893384498,,
2,False,39.39697016080867,39.39696522622059,1.017826822689635,,
3,False,777.6778542248026,777.6778541720375,13.978701639795066,,
4,False,39.347187047357906,39.34717820363241,1.0877634643073808,,
5,True,56.52059936425246,56.52058113812419,83.8956947391302,Saturação/artefato extremo (kurtosis=83.9 > 50),auto
6,False,1104.0307187523194,1104.0307184775074,6.39663149775086,,
7,False,1132.6824492599999,1132.682442359294,5.660779643017065,,
8,False,75.09200637031137,75.09199338061342,-0.045319034430281846,,
9,False,87.78304603966119,87.78303740944949,0.039679232158743805,,
10,False,1386.3924839475567,1386.3921954161312,2.7691326300820043,,
11,False,81.14199371671327,81.1419732366089,-0.020611611777587413,,
12,False,2162.845083004307,2162.841957012306,0.37129663955547754,,
13,False,1140.8775285970896,1140.8772151635117,4.778966748642549,,
14,False,1922.5309130280427,1922.5281104337646,0.8608138576835587,,
15,False,1954.6072972645607,1954.6045577192976,0.8205558369535302,,
16,False,664.0565380535659,664.0560528234212,20.68885068780378,,
