canal,ruim,rms,std,kurt,motivo,fonte
1,False,976.2278488118272,976.2277922719051,6.501846892914525,,
2,False,122.82437049255513,122.82432221888517,5.421505718272876,,
3,True,118.43934916585657,118.43934172604905,148.97676378005644,Saturação/artefato extremo (kurtosis=149.0 > 50),auto
4,True,118.09776320388448,118.09774134750174,151.63604029677003,Saturação/artefato extremo (kurtosis=151.6 > 50),auto
5,True,114.33360862892975,114.33359980638696,101.51543960436162,Saturação/artefato extremo (kurtosis=101.5 > 50),auto
6,False,96.69072863815461,96.69071423825476,14.53753933407203,,
7,True,114.3930322929667,114.39301569847889,171.75083633351474,Saturação/artefato extremo (kurtosis=171.8 > 50),auto
8,True,103.64140174916834,103.64138734710343,54.107097917191545,Saturação/artefato extremo (kurtosis=54.1 > 50),auto
9,False,271.5550938622146,271.55166693246633,1.7061663881958067,,
10,False,304.1320278332587,304.1286148172947,1.112883780344121,,
11,False,354.56971048299306,354.568232886366,-0.1685594250868485,,
12,False,312.91782850793766,312.9153865958458,0.36241996643582297,,
13,False,132.13278908064868,132.13221477520565,8.134876824971501,,
14,False,247.9278431562135,247.92691779884305,0.1647946047450657,,
15,False,156.91377348549884,156.91377165594307,1.7752892838837484,,
16,False,166.16637029532703,166.16617923868702,1.2592793468377588,,
