canal,ruim,rms,std,kurt,motivo,fonte
1,False,39.39732196260596,39.39732128712865,0.3287326277346714,,
2,False,42.7596292203594,42.75962548630778,2.968225981927562,,
3,False,39.203845881618726,39.203844325258096,0.2471598009910334,,
4,True,47.093015127069236,47.09300449120826,185.669690258634,Saturação/artefato extremo (kurtosis=185.7 > 50),auto
5,False,39.471401388526246,39.47140132380521,0.2616248285052607,,
6,False,1298.0148533837923,1298.0147633621216,5.152158280356897,,
7,False,1097.6910147513715,1097.6897342460773,5.105463714282543,,
8,False,79.62170862579809,79.62170624323142,-0.1673749902439119,,
9,False,92.31578121919532,92.31577289161042,-0.04358656067643363,,
10,False,1579.022355184991,1579.022102417853,1.368208027051046,,
11,False,85.7201758310882,85.72017516807144,-0.08280926271862121,,
12,False,2156.8908710179876,2156.888890523151,0.23946739227435287,,
13,False,1561.6496780075418,1561.6487222205787,1.4515967460612629,,
14,False,1818.656833897948,1818.655438411933,0.837203899938888,,
15,False,1804.2462062662535,1804.2453905800699,0.8730015757257972,,
16,False,696.8790516013783,696.8787915209164,10.694376012709183,,
